MaskImageName,Image,ImageName,LabelMID,LabelName,BoxID,BoxXMin,BoxXMax,BoxYMin,BoxYMax
653ce624ec394c02_m05r655_40e15582.png,653ce624ec394c02,653ce624ec394c02.jpg,/m/05r655,Girl,40e15582,0.0875,0.995833,0.153125,0.9984379999999999
1cd308dd54d1fd90_m05r5c_3124591b.png,1cd308dd54d1fd90,1cd308dd54d1fd90.jpg,/m/05r5c,Piano,3124591b,0.258333,0.997917,0.578125,0.9984379999999999
1b55f9174167a8d3_m01599_a40c85f5.png,1b55f9174167a8d3,1b55f9174167a8d3.jpg,/m/01599,Beer,a40c85f5,0.478178,0.9544590000000001,0.017212,0.9982790000000001
c951d0723132bfdd_m04dr76w_5e38af95.png,c951d0723132bfdd,c951d0723132bfdd.jpg,/m/04dr76w,Bottle,5e38af95,0.832707,0.943609,0.818024,0.998267
3ef5a2893b3df4a4_m04dr76w_814b2e5d.png,3ef5a2893b3df4a4,3ef5a2893b3df4a4.jpg,/m/04dr76w,Bottle,814b2e5d,0.15523499999999998,0.8736459999999999,0.068592,0.998195
b882ab13e099cece_m05r655_35a2c69f.png,b882ab13e099cece,b882ab13e099cece.jpg,/m/05r655,Girl,35a2c69f,0.00722,0.738267,0.11191300000000001,0.998195
1a9d5f7cc9a88a1d_m01599_00efcb2b.png,1a9d5f7cc9a88a1d,1a9d5f7cc9a88a1d.jpg,/m/01599,Beer,00efcb2b,0.140794,0.851986,0.138989,0.998195
f98bd2fa48070821_m02jvh9_938f95f1.png,f98bd2fa48070821,f98bd2fa48070821.jpg,/m/02jvh9,Mug,938f95f1,0.126354,0.7743680000000001,0.212996,0.998195
c4e1dfa2575bfd4e_m04dr76w_db4c4956.png,c4e1dfa2575bfd4e,c4e1dfa2575bfd4e.jpg,/m/04dr76w,Bottle,db4c4956,0.65704,0.895307,0.277978,0.998195
0421eec829d10cb8_m01599_86b52f69.png,0421eec829d10cb8,0421eec829d10cb8.jpg,/m/01599,Beer,86b52f69,0.34296,0.994585,0.389892,0.998195
0035a4bfeda1b637_m0cmx8_01b0011a.png,0035a4bfeda1b637,0035a4bfeda1b637.jpg,/m/0cmx8,Spoon,01b0011a,0.8213,0.9747290000000001,0.398917,0.998195
0035a4bfeda1b637_m0cmx8_593563bf.png,0035a4bfeda1b637,0035a4bfeda1b637.jpg,/m/0cmx8,Spoon,593563bf,0.568592,0.8826709999999999,0.67148,0.998195
868a54872acd4e52_m0bt9lr_5f188cb8.png,868a54872acd4e52,868a54872acd4e52.jpg,/m/0bt9lr,Dog,5f188cb8,0.17301,0.9498270000000001,0.069811,0.9981129999999999
8a90edff9e8d885e_m03bt1vf_0f1158a3.png,8a90edff9e8d885e,8a90edff9e8d885e.jpg,/m/03bt1vf,Woman,0f1158a3,0.072391,0.90404,0.067829,0.9980620000000001
ea3aaa899d45a51d_m03bt1vf_2cfb58c2.png,ea3aaa899d45a51d,ea3aaa899d45a51d.jpg,/m/03bt1vf,Woman,2cfb58c2,0.261261,0.696697,0.02554,0.998035
db2dfb8949314932_m01bl7v_010fd616.png,db2dfb8949314932,db2dfb8949314932.jpg,/m/01bl7v,Boy,010fd616,0.065916,0.987138,0.058824,0.997972
5f8008c17ab3fb17_m05r655_b7fe18f9.png,5f8008c17ab3fb17,5f8008c17ab3fb17.jpg,/m/05r655,Girl,b7fe18f9,0.580386,0.8585209999999999,0.166329,0.997972
13b9d8ab697d0893_m01bl7v_ca8af6b1.png,13b9d8ab697d0893,13b9d8ab697d0893.jpg,/m/01bl7v,Boy,ca8af6b1,0.35126599999999997,0.875,0.15876300000000002,0.9979379999999999
809bb22c4ad40308_m0bt9lr_8533eee2.png,809bb22c4ad40308,809bb22c4ad40308.jpg,/m/0bt9lr,Dog,8533eee2,0.009479000000000001,0.981043,0.07438,0.997934
510458171779d330_m05r655_1ca72021.png,510458171779d330,510458171779d330.jpg,/m/05r655,Girl,1ca72021,0.5,0.9015629999999999,0.0020829999999999998,0.997917
e5c7a30583687191_m01yrx_dc841277.png,e5c7a30583687191,e5c7a30583687191.jpg,/m/01yrx,Cat,dc841277,0.165625,0.960938,0.008333,0.997917
808a6b0e7b762db5_m050k8_f09fd710.png,808a6b0e7b762db5,808a6b0e7b762db5.jpg,/m/050k8,Mobile phone,f09fd710,0.25625,0.7,0.05416699999999999,0.997917
de2cc2501157a173_m050k8_b16c5bc7.png,de2cc2501157a173,de2cc2501157a173.jpg,/m/050k8,Mobile phone,b16c5bc7,0.27856,0.676056,0.058333,0.997917
2a3513ff487baa5e_m03bt1vf_65c410fb.png,2a3513ff487baa5e,2a3513ff487baa5e.jpg,/m/03bt1vf,Woman,65c410fb,0.290625,0.76875,0.064583,0.997917
95e8518048936ca8_m03bt1vf_8248fd0b.png,95e8518048936ca8,95e8518048936ca8.jpg,/m/03bt1vf,Woman,8248fd0b,0.575,0.921875,0.06666699999999999,0.997917
c751fa675f2bb7a5_m03bt1vf_4f72b059.png,c751fa675f2bb7a5,c751fa675f2bb7a5.jpg,/m/03bt1vf,Woman,4f72b059,0.11875,0.9984379999999999,0.079167,0.997917
693c5241dc4b9324_m0bt9lr_940772ca.png,693c5241dc4b9324,693c5241dc4b9324.jpg,/m/0bt9lr,Dog,940772ca,0.22656199999999999,0.85625,0.09791699999999999,0.997917
387d4b80bc3fdab8_m01bl7v_e0912dd8.png,387d4b80bc3fdab8,387d4b80bc3fdab8.jpg,/m/01bl7v,Boy,e0912dd8,0.33125,0.742188,0.125,0.997917
91271214e694cc03_m04yx4_9c2dc9d2.png,91271214e694cc03,91271214e694cc03.jpg,/m/04yx4,Man,9c2dc9d2,0.140625,0.334375,0.125,0.997917
a555d218a3e96740_m01yrx_e95e6534.png,a555d218a3e96740,a555d218a3e96740.jpg,/m/01yrx,Cat,e95e6534,0.240625,0.639063,0.158333,0.997917
ea1f6d8b3ad4a5dd_m04dr76w_1f80ad67.png,ea1f6d8b3ad4a5dd,ea1f6d8b3ad4a5dd.jpg,/m/04dr76w,Bottle,1f80ad67,0.05625,0.620313,0.160417,0.997917
e6066bbe4cc79dfc_m05r655_55baab68.png,e6066bbe4cc79dfc,e6066bbe4cc79dfc.jpg,/m/05r655,Girl,55baab68,0.034375,0.6375,0.17291700000000002,0.997917
25f91afe0f75cba2_m05r5c_5ba2a53f.png,25f91afe0f75cba2,25f91afe0f75cba2.jpg,/m/05r5c,Piano,5ba2a53f,0.171875,0.9984379999999999,0.183333,0.997917
d0280ce7387cf75d_m04yx4_aeea2448.png,d0280ce7387cf75d,d0280ce7387cf75d.jpg,/m/04yx4,Man,aeea2448,0.35,0.645312,0.21041700000000002,0.997917
28bd1f48bcaf6492_m03bt1vf_74353050.png,28bd1f48bcaf6492,28bd1f48bcaf6492.jpg,/m/03bt1vf,Woman,74353050,0.49162,0.997207,0.214583,0.997917
121f6fedb3af41ba_m0bt9lr_1bb89b84.png,121f6fedb3af41ba,121f6fedb3af41ba.jpg,/m/0bt9lr,Dog,1bb89b84,0.6125,0.996875,0.214583,0.997917
b69301d65efaa10b_m01bl7v_5df84e5e.png,b69301d65efaa10b,b69301d65efaa10b.jpg,/m/01bl7v,Boy,5df84e5e,0.865625,0.9984379999999999,0.264583,0.997917
906561029b0a6d59_m04yx4_475eedfd.png,906561029b0a6d59,906561029b0a6d59.jpg,/m/04yx4,Man,475eedfd,0.271875,0.679688,0.283333,0.997917
21656bca9d83702f_m01599_28f0a6e6.png,21656bca9d83702f,21656bca9d83702f.jpg,/m/01599,Beer,28f0a6e6,0.098438,0.710938,0.3,0.997917
b2add8c21a3bc91f_m05r655_8d033937.png,b2add8c21a3bc91f,b2add8c21a3bc91f.jpg,/m/05r655,Girl,8d033937,0.32968800000000004,0.4625,0.3375,0.997917
b69301d65efaa10b_m01bl7v_e2a9c282.png,b69301d65efaa10b,b69301d65efaa10b.jpg,/m/01bl7v,Boy,e2a9c282,0.465625,0.9984379999999999,0.354167,0.997917
5dfb639b0462ca3f_m04yx4_0a7794d8.png,5dfb639b0462ca3f,5dfb639b0462ca3f.jpg,/m/04yx4,Man,0a7794d8,0.165625,0.54375,0.372917,0.997917
25ce96bd10afe1b0_m01bl7v_0ebead61.png,25ce96bd10afe1b0,25ce96bd10afe1b0.jpg,/m/01bl7v,Boy,0ebead61,0.523438,0.88125,0.522917,0.997917
4b7c752239e44866_m03bt1vf_fd2dea2d.png,4b7c752239e44866,4b7c752239e44866.jpg,/m/03bt1vf,Woman,fd2dea2d,0.289062,0.859375,0.533333,0.997917
53ff3adecb247cac_m03bt1vf_4fd86bb5.png,53ff3adecb247cac,53ff3adecb247cac.jpg,/m/03bt1vf,Woman,4fd86bb5,0.640625,0.71875,0.783333,0.997917
9509c75655318762_m02p5f1q_f747be0b.png,9509c75655318762,9509c75655318762.jpg,/m/02p5f1q,Coffee cup,f747be0b,0.126563,0.228125,0.852083,0.997917
f829307b18ada8b1_m01bl7v_b615bfee.png,f829307b18ada8b1,f829307b18ada8b1.jpg,/m/01bl7v,Boy,b615bfee,0.8307690000000001,0.9938459999999999,0.403397,0.997877
9eec29e3b118b712_m0bt9lr_08712138.png,9eec29e3b118b712,9eec29e3b118b712.jpg,/m/0bt9lr,Dog,8712138,0.03438,0.980568,0.002179,0.997821
6e8e59d08d820008_m03bt1vf_98c6f1b8.png,6e8e59d08d820008,6e8e59d08d820008.jpg,/m/03bt1vf,Woman,98c6f1b8,0.23994000000000001,0.57228,0.008753,0.997812
61366027eb85c0e9_m01bl7v_a6cedea4.png,61366027eb85c0e9,61366027eb85c0e9.jpg,/m/01bl7v,Boy,a6cedea4,0.6646880000000001,0.998516,0.08351599999999999,0.9978020000000001
6193f6168b34c0bd_m0k4j_de6c8b89.png,6193f6168b34c0bd,6193f6168b34c0bd.jpg,/m/0k4j,Car,de6c8b89,0.183161,0.9985229999999999,0.22075100000000003,0.997792
5e6b55b7203464b5_m05r5c_e7f7e280.png,5e6b55b7203464b5,5e6b55b7203464b5.jpg,/m/05r5c,Piano,e7f7e280,0.07533200000000001,0.812408,0.666667,0.997792
d32f37b94e40e78a_m01599_cbd94f1f.png,d32f37b94e40e78a,d32f37b94e40e78a.jpg,/m/01599,Beer,cbd94f1f,0.690397,0.798013,0.7637970000000001,0.997792
bd55ece1044ab937_m050k8_4a94a2fa.png,bd55ece1044ab937,bd55ece1044ab937.jpg,/m/050k8,Mobile phone,4a94a2fa,0.336283,0.674041,0.050885,0.9977879999999999
1cbe22ffa7bb9876_m01bl7v_78347cd0.png,1cbe22ffa7bb9876,1cbe22ffa7bb9876.jpg,/m/01bl7v,Boy,78347cd0,0.46017700000000006,0.727139,0.073009,0.9977879999999999
3b21074788e4a0d7_m01bl7v_020e8dcc.png,3b21074788e4a0d7,3b21074788e4a0d7.jpg,/m/01bl7v,Boy,020e8dcc,0.474926,0.792035,0.07964600000000001,0.9977879999999999
270ce982277b7d23_m02p5f1q_1533fb1d.png,270ce982277b7d23,270ce982277b7d23.jpg,/m/02p5f1q,Coffee cup,1533fb1d,0.184094,0.9322530000000001,0.084071,0.9977879999999999
b5cd371d7747c0d0_m04_sv_c613bfc9.png,b5cd371d7747c0d0,b5cd371d7747c0d0.jpg,/m/04_sv,Motorcycle,c613bfc9,0.587021,0.89528,0.413717,0.9977879999999999
b5cd371d7747c0d0_m04_sv_8fc2a107.png,b5cd371d7747c0d0,b5cd371d7747c0d0.jpg,/m/04_sv,Motorcycle,8fc2a107,0.187316,0.45132700000000003,0.45796499999999996,0.9977879999999999
dd7c6dbfee84e796_m01bl7v_a973dbe7.png,dd7c6dbfee84e796,dd7c6dbfee84e796.jpg,/m/01bl7v,Boy,a973dbe7,0.733432,0.9587629999999999,0.50885,0.9977879999999999
8a655bf1014d63ee_m03bt1vf_d2c3a10d.png,8a655bf1014d63ee,8a655bf1014d63ee.jpg,/m/03bt1vf,Woman,d2c3a10d,0.12058800000000001,0.9117649999999999,0.004435000000000001,0.997783
8595866c785a6e8c_m0dv5r_a62b0dc0.png,8595866c785a6e8c,8595866c785a6e8c.jpg,/m/0dv5r,Camera,a62b0dc0,0.091311,0.8497790000000001,0.015521,0.997783
0dbfd1ce7549fb11_m04yx4_1bc49e5b.png,0dbfd1ce7549fb11,0dbfd1ce7549fb11.jpg,/m/04yx4,Man,1bc49e5b,0.45735299999999995,0.9985290000000001,0.159645,0.997783
61f2f132cecc8368_m03bt1vf_3507a0f5.png,61f2f132cecc8368,61f2f132cecc8368.jpg,/m/03bt1vf,Woman,3507a0f5,0.7441180000000001,0.9323530000000001,0.21286,0.997783
7653d12934b29cf3_m04yx4_85732a48.png,7653d12934b29cf3,7653d12934b29cf3.jpg,/m/04yx4,Man,85732a48,0.55,0.9014709999999999,0.283814,0.997783
61f2f132cecc8368_m05r655_6a6fdf9f.png,61f2f132cecc8368,61f2f132cecc8368.jpg,/m/05r655,Girl,6a6fdf9f,0.292647,0.5073529999999999,0.332594,0.997783
e025ac134371043b_m01bl7v_176de780.png,e025ac134371043b,e025ac134371043b.jpg,/m/01bl7v,Boy,176de780,0.503671,0.685756,0.177778,0.997778
bf6233a2802c96c8_m01940j_8923a2b9.png,bf6233a2802c96c8,bf6233a2802c96c8.jpg,/m/01940j,Backpack,8923a2b9,0.606993,0.9986010000000001,0.561772,0.997669
d44801d0b7da712e_m0cmx8_e1982ee6.png,d44801d0b7da712e,d44801d0b7da712e.jpg,/m/0cmx8,Spoon,e1982ee6,0.306,0.794,0.70726,0.997658
6e72dbc6e751522a_m02p5f1q_d9139719.png,6e72dbc6e751522a,6e72dbc6e751522a.jpg,/m/02p5f1q,Coffee cup,d9139719,0.161028,0.8037890000000001,0.014458000000000002,0.99759
6e72dbc6e751522a_m02jvh9_3022c4da.png,6e72dbc6e751522a,6e72dbc6e751522a.jpg,/m/02jvh9,Mug,3022c4da,0.154263,0.799729,0.016867,0.99759
30b3e9e14ffe292f_m04yx4_ccbb4179.png,30b3e9e14ffe292f,30b3e9e14ffe292f.jpg,/m/04yx4,Man,ccbb4179,0.109608,0.317997,0.195181,0.99759
7a3f01aa39bba58c_m0bt9lr_26a0165d.png,7a3f01aa39bba58c,7a3f01aa39bba58c.jpg,/m/0bt9lr,Dog,26a0165d,0.171854,0.8917459999999999,0.20240999999999998,0.99759
5b86e93f8654118a_m01bl7v_9678eaca.png,5b86e93f8654118a,5b86e93f8654118a.jpg,/m/01bl7v,Boy,9678eaca,0.460081,0.661705,0.22650599999999999,0.99759
ad8a7dccd533e84e_m01bl7v_19321cc2.png,ad8a7dccd533e84e,ad8a7dccd533e84e.jpg,/m/01bl7v,Boy,19321cc2,0.322993,0.7773720000000001,0.10948900000000002,0.997567
b098f4ce07bc4c60_m03bt1vf_d776daf2.png,b098f4ce07bc4c60,b098f4ce07bc4c60.jpg,/m/03bt1vf,Woman,d776daf2,0.516513,0.587847,0.47654300000000005,0.997531
575b972f701c6301_m01bl7v_17e03d97.png,575b972f701c6301,575b972f701c6301.jpg,/m/01bl7v,Boy,17e03d97,0.685,0.998333,0.195,0.9975
d02b15d4bfe5d82c_m05r655_e7485605.png,d02b15d4bfe5d82c,d02b15d4bfe5d82c.jpg,/m/05r655,Girl,e7485605,0.182292,0.774306,0.536458,0.997396
abf1d637ed2122e8_m05r655_5771873d.png,abf1d637ed2122e8,abf1d637ed2122e8.jpg,/m/05r655,Girl,5771873d,0.036613,0.997712,0.041369,0.9971469999999999
535cd26dc4b0b157_m01bl7v_aa9cb903.png,535cd26dc4b0b157,535cd26dc4b0b157.jpg,/m/01bl7v,Boy,aa9cb903,0.210177,0.7831859999999999,0.078056,0.9970549999999999
5e505f5851035415_m05r655_3828b124.png,5e505f5851035415,5e505f5851035415.jpg,/m/05r655,Girl,3828b124,0.059735,0.8584069999999999,0.063422,0.99705
e87c59db2252ac71_m03bt1vf_075b8fae.png,e87c59db2252ac71,e87c59db2252ac71.jpg,/m/03bt1vf,Woman,075b8fae,0.260486,0.997792,0.42540600000000006,0.9970459999999999
8c96bffd288a9184_m05r655_988ce609.png,8c96bffd288a9184,8c96bffd288a9184.jpg,/m/05r655,Girl,988ce609,0.68,0.968,0.13855399999999998,0.9969879999999999
4e8d4d4101bc2139_m03bt1vf_2effd770.png,4e8d4d4101bc2139,4e8d4d4101bc2139.jpg,/m/03bt1vf,Woman,2effd770,0.012605,0.827731,0.090062,0.9968940000000001
5a175741a2a390f3_m05r655_34aa0eba.png,5a175741a2a390f3,5a175741a2a390f3.jpg,/m/05r655,Girl,34aa0eba,0.76875,0.96875,0.103125,0.996875
887fcb285db7fdf3_m05r655_7e8d3b0e.png,887fcb285db7fdf3,887fcb285db7fdf3.jpg,/m/05r655,Girl,7e8d3b0e,0.348375,0.642599,0.030686,0.99639
15f7ecb9539d9445_m03bt1vf_33ac2bdc.png,15f7ecb9539d9445,15f7ecb9539d9445.jpg,/m/03bt1vf,Woman,33ac2bdc,0.259928,0.676895,0.063177,0.99639
3ba5380490084697_m04dr76w_4de93841.png,3ba5380490084697,3ba5380490084697.jpg,/m/04dr76w,Bottle,4de93841,0.042881999999999997,0.303602,0.410646,0.9961979999999999
09c3faff834a3d38_m0bt9lr_603de6ea.png,09c3faff834a3d38,09c3faff834a3d38.jpg,/m/0bt9lr,Dog,603de6ea,0.0032310000000000004,0.998384,0.062626,0.9959600000000001
9f511dc96115d3cd_m03k3r_04be494c.png,9f511dc96115d3cd,9f511dc96115d3cd.jpg,/m/03k3r,Horse,04be494c,0.271405,0.465267,0.389899,0.9959600000000001
aee0aed0e42e7c8c_m05r655_76d58add.png,aee0aed0e42e7c8c,aee0aed0e42e7c8c.jpg,/m/05r655,Girl,76d58add,0.332812,0.570312,0.058333,0.995833
1fa8972922aa3134_m01yrx_2362d873.png,1fa8972922aa3134,1fa8972922aa3134.jpg,/m/01yrx,Cat,2362d873,0.48593800000000004,0.8875,0.483333,0.995833
8de100c463f4620d_m04dr76w_0fa3545e.png,8de100c463f4620d,8de100c463f4620d.jpg,/m/04dr76w,Bottle,0fa3545e,0.290172,0.709828,0.473904,0.995825
a144cb066f688185_m04yx4_277013b1.png,a144cb066f688185,a144cb066f688185.jpg,/m/04yx4,Man,277013b1,0.718518,0.998519,0.426374,0.995604
621d52d80dfc5962_m05r655_824a0368.png,621d52d80dfc5962,621d52d80dfc5962.jpg,/m/05r655,Girl,824a0368,0.798817,0.9985209999999999,0.270925,0.9955950000000001
e596d51e8544928f_m05r655_1c4af1d7.png,e596d51e8544928f,e596d51e8544928f.jpg,/m/05r655,Girl,1c4af1d7,0.24611999999999998,0.67184,0.066176,0.9955879999999999
890c0bb9572b493f_m05r655_f0da7da6.png,890c0bb9572b493f,890c0bb9572b493f.jpg,/m/05r655,Girl,f0da7da6,0.088626,0.446086,0.110375,0.995585
24f3078dacb11d29_m04yx4_8a58ee58.png,24f3078dacb11d29,24f3078dacb11d29.jpg,/m/04yx4,Man,8a58ee58,0.67356,0.778434,0.5960260000000001,0.995585
9ea4706b69ca4217_m0h2r6_5e0361a6.png,9ea4706b69ca4217,9ea4706b69ca4217.jpg,/m/0h2r6,Van,5e0361a6,0.087021,0.9056049999999999,0.06415900000000001,0.995575
9b6a0e5522586740_m03bt1vf_99a987c1.png,9b6a0e5522586740,9b6a0e5522586740.jpg,/m/03bt1vf,Woman,99a987c1,0.196903,0.853982,0.078171,0.995575
4bab2a5588f80c89_m03bt1vf_f5945a3b.png,4bab2a5588f80c89,4bab2a5588f80c89.jpg,/m/03bt1vf,Woman,f5945a3b,0.19911500000000001,0.644543,0.10398199999999999,0.995575
935ddd7147973bbe_m03bt1vf_90575c03.png,935ddd7147973bbe,935ddd7147973bbe.jpg,/m/03bt1vf,Woman,90575c03,0.367257,0.676991,0.11283199999999999,0.995575
9b6a0e5522586740_m05r655_b8e6484b.png,9b6a0e5522586740,9b6a0e5522586740.jpg,/m/05r655,Girl,b8e6484b,0.23230100000000004,0.856195,0.119469,0.995575
179f6966eec24e2a_m04dr76w_26cfeffb.png,179f6966eec24e2a,179f6966eec24e2a.jpg,/m/04dr76w,Bottle,26cfeffb,0.43805299999999997,0.9705010000000001,0.134956,0.995575
6b9fc961a434ab72_m03bt1vf_4306c4d1.png,6b9fc961a434ab72,6b9fc961a434ab72.jpg,/m/03bt1vf,Woman,4306c4d1,0.22713899999999998,0.60177,0.143805,0.995575
1da62a336ceb001c_m0bt9lr_999a1b1b.png,1da62a336ceb001c,1da62a336ceb001c.jpg,/m/0bt9lr,Dog,999a1b1b,0.0014730000000000001,0.675994,0.146018,0.995575
ed74f523d48cb5ce_m05r655_5e3528f9.png,ed74f523d48cb5ce,ed74f523d48cb5ce.jpg,/m/05r655,Girl,5e3528f9,0.644543,0.952802,0.188053,0.995575
91a42cd50669eb1f_m03bt1vf_15a0cea5.png,91a42cd50669eb1f,91a42cd50669eb1f.jpg,/m/03bt1vf,Woman,15a0cea5,0.290133,0.47422700000000007,0.210177,0.995575
e5147ab4313abb30_m03bt1vf_b6ea3fb8.png,e5147ab4313abb30,e5147ab4313abb30.jpg,/m/03bt1vf,Woman,b6ea3fb8,0.31858400000000003,0.8702059999999999,0.274336,0.995575
d648cd7f5dc980eb_m05r655_26d95ede.png,d648cd7f5dc980eb,d648cd7f5dc980eb.jpg,/m/05r655,Girl,26d95ede,0.446244,0.805596,0.323009,0.995575
44b466b72abe641b_m0cmx8_809d945f.png,44b466b72abe641b,44b466b72abe641b.jpg,/m/0cmx8,Spoon,809d945f,0.6150439999999999,0.935103,0.497788,0.995575
c8c1b88b4fdd188d_m04dr76w_e444ee35.png,c8c1b88b4fdd188d,c8c1b88b4fdd188d.jpg,/m/04dr76w,Bottle,e444ee35,0.623894,0.743363,0.570796,0.995575
c8c1b88b4fdd188d_m04dr76w_75e76ea6.png,c8c1b88b4fdd188d,c8c1b88b4fdd188d.jpg,/m/04dr76w,Bottle,75e76ea6,0.548673,0.651917,0.6438050000000001,0.995575
91e09bc4c8db7631_m0cmx8_02ae3f2c.png,91e09bc4c8db7631,91e09bc4c8db7631.jpg,/m/0cmx8,Spoon,02ae3f2c,0.252212,0.575221,0.738938,0.995575
8272c6a561d307a9_m05r655_5b52ef9f.png,8272c6a561d307a9,8272c6a561d307a9.jpg,/m/05r655,Girl,5b52ef9f,0.863034,0.998527,0.310421,0.9955649999999999
4603a1e382a0d39e_m05r655_52e83648.png,4603a1e382a0d39e,4603a1e382a0d39e.jpg,/m/05r655,Girl,52e83648,0.048529,0.43970600000000004,0.31485599999999997,0.9955649999999999
02b2ab24e7e709cf_m04yx4_b3013b1f.png,02b2ab24e7e709cf,02b2ab24e7e709cf.jpg,/m/04yx4,Man,b3013b1f,0.078717,0.5481050000000001,0.281879,0.995526
6980d0fe2edf0dec_m0dv5r_1232e0ca.png,6980d0fe2edf0dec,6980d0fe2edf0dec.jpg,/m/0dv5r,Camera,1232e0ca,0.23554899999999998,0.852601,0.255079,0.9954850000000001
07b12cccb39c75a5_m01bl7v_ce239074.png,07b12cccb39c75a5,07b12cccb39c75a5.jpg,/m/01bl7v,Boy,ce239074,0.033333,0.997917,0.184375,0.9953129999999999
6ed26b4012c71a5b_m04_sv_871b92c2.png,6ed26b4012c71a5b,6ed26b4012c71a5b.jpg,/m/04_sv,Motorcycle,871b92c2,0.04749,0.997286,0.004808,0.995192
0e160088b30f6234_m05r5c_a5695c14.png,0e160088b30f6234,0e160088b30f6234.jpg,/m/05r5c,Piano,a5695c14,0.064953,0.932341,0.040964,0.995181
1bff6ac19d26199a_m01bl7v_fe474cb5.png,1bff6ac19d26199a,1bff6ac19d26199a.jpg,/m/01bl7v,Boy,fe474cb5,0.09302300000000001,0.598191,0.257576,0.99495
c4053176f4dd66a1_m01bl7v_8f517832.png,c4053176f4dd66a1,c4053176f4dd66a1.jpg,/m/01bl7v,Boy,8f517832,0.246875,0.54375,0.37037,0.9947090000000001
cd7f62ec61b117b6_m02jvh9_9839758b.png,cd7f62ec61b117b6,cd7f62ec61b117b6.jpg,/m/02jvh9,Mug,9839758b,0.019856,0.998195,0.08303200000000001,0.994585
e3f2995cf9135eaa_m050k8_545019d4.png,e3f2995cf9135eaa,e3f2995cf9135eaa.jpg,/m/050k8,Mobile phone,545019d4,0.0017640000000000002,0.48148100000000005,0.003704,0.9944440000000001
76376948b28a6889_m0dv5r_2a663af7.png,76376948b28a6889,76376948b28a6889.jpg,/m/0dv5r,Camera,2a663af7,0.026936,0.9781139999999999,0.00969,0.994186
cb3f53fbf104bd9a_m050k8_bbe06b2d.png,cb3f53fbf104bd9a,cb3f53fbf104bd9a.jpg,/m/050k8,Mobile phone,bbe06b2d,0.011161,0.9933040000000001,0.013138999999999998,0.9941610000000001
